SA1_CODE21,Education level,Income level,Adaptive Capability Index
2137624,1090.0,1145.0,0.8717021
2137625,1059.0,1148.0,0.86079204
2137626,1037.0,1132.0,0.84597325
2137627,1095.0,1122.0,0.8646733
2137628,0.0,0.0,0.0
2137629,0.0,0.0,0.0
2137630,0.0,0.0,0.0
2137631,1124.0,1156.0,0.88924587
2137632,1115.0,1188.0,0.89822865
2137701,955.0,915.0,0.7293174
2137702,966.0,1013.0,0.77185565
2137703,975.0,1017.0,0.7769243
2137704,976.0,1008.0,0.7738012
2137705,1058.0,1060.0,0.82605416
2137706,1055.0,1076.0,0.83113015
2137707,965.0,1035.0,0.780053
2137708,1034.0,1003.0,0.79445285
2137709,991.0,1074.0,0.805408
2137710,979.0,1060.0,0.7952669
2137711,977.0,983.0,0.7644329
2137712,994.0,978.0,0.7691064
2137713,956.0,897.0,0.7226814
2137714,910.0,914.0,0.71139014
2137715,979.0,939.0,0.7480382
2137716,971.0,967.0,0.7558495
2137717,1100.0,1107.0,0.8607671
2137718,1047.0,1034.0,0.81161904
2137719,1020.0,1057.0,0.81007415
2137720,998.0,1017.0,0.7858877
2137721,967.0,941.0,0.7441423
2137722,1048.0,1049.0,0.81786346
2137723,916.0,1007.0,0.75002813
2137724,931.0,995.0,0.75118995
2137725,923.0,943.0,0.72777563
2137801,1107.0,1079.0,0.8525661
2137802,1092.0,1113.0,0.8599913
2137803,1142.0,1089.0,0.8701092
2137804,1146.0,1078.0,0.86737454
2137805,1153.0,1059.0,0.8626864
2137806,1074.0,1086.0,0.84243786
2137807,1078.0,1072.0,0.8385322
2137808,1057.0,1076.0,0.83190954
2137809,1068.0,1115.0,0.85141885
2137810,1014.0,1075.0,0.81476164
2137811,1120.0,1130.0,0.8775387
2137812,1121.0,1070.0,0.85450923
2137813,1114.0,1111.0,0.8677843
2137814,1057.0,1084.0,0.8350321
2137815,1162.0,1091.0,0.87868404
2137816,1145.0,1079.0,0.86737514
2137817,1164.0,1080.0,0.87517
2137818,1090.0,1115.0,0.8599925
2137901,922.0,867.0,0.6977216
2137902,897.0,858.0,0.68446594
2137903,838.0,772.0,0.62790537
2137904,878.0,825.0,0.6641809
2137905,952.0,1027.0,0.7718642
2137906,868.0,890.0,0.6856545
2137907,869.0,887.0,0.68487334
2137908,816.0,856.0,0.6521187
2137911,968.0,1007.0,0.7702931
2137912,924.0,975.0,0.7406556
2137913,891.0,956.0,0.720379
2137914,990.0,1098.0,0.8143859
2137915,1072.0,1097.0,0.845952
2137916,1045.0,1066.0,0.8233298
2137917,1037.0,1073.0,0.8229444
2137918,1078.0,1053.0,0.83111614
2137919,999.0,1129.0,0.82999325
2137920,914.0,919.0,0.71490055
2137921,950.0,974.0,0.7503978
2137922,908.0,957.0,0.72739446
2137923,910.0,981.0,0.73754156
2137924,912.0,1024.0,0.7551047
2137925,968.0,1041.0,0.78356403
2137926,1002.0,1104.0,0.8214044
2137927,926.0,1064.0,0.7761735
2137928,1009.0,1132.0,0.8350613
2137929,966.0,1066.0,0.7925426
2137930,932.0,1007.0,0.7562635
2137931,939.0,975.0,0.74650127
2137932,862.0,844.0,0.6653615
2137933,1075.0,1040.0,0.82487285
2137934,1117.0,1058.0,0.8482665
2137935,956.0,977.0,0.753907
2137936,996.0,1117.0,0.8241403
2137937,939.0,1028.0,0.7671882
2137938,1107.0,1053.0,0.8424178
2137939,1094.0,1101.0,0.8560869
2137940,1087.0,1018.0,0.8209623
2137941,1079.0,1058.0,0.83345747
2137942,0.0,0.0,0.0
2137943,859.0,790.0,0.64311516
2137944,1121.0,1034.0,0.8404577
2137945,904.0,994.0,0.7402774
2137946,936.0,1036.0,0.7691417
2137947,823.0,1036.0,0.7251042
2137948,854.0,916.0,0.6903469
2137949,938.0,972.0,0.74494064
2137950,968.0,1074.0,0.7964446
2138001,1045.0,941.0,0.7745398
2138002,1007.0,853.0,0.7253826
2138003,947.0,989.0,0.75508344
2138004,1043.0,999.0,0.796399
2138005,1040.0,1072.0,0.8237232
2138006,1050.0,1056.0,0.82137513
2138007,1123.0,1090.0,0.86309505
2138008,1061.0,957.0,0.7870203
2138009,1101.0,1062.0,0.8435924
2138010,1092.0,1093.0,0.8521849
2138011,998.0,948.0,0.7589556
2138012,997.0,937.0,0.75427234
2138013,1069.0,887.0,0.7628156
2138014,1089.0,992.0,0.8115934
2138015,1068.0,960.0,0.79091924
2138016,1021.0,964.0,0.7741641
2138017,1085.0,1044.0,0.83033127
2138018,1042.0,978.0,0.78781253
2138019,1029.0,948.0,0.7710367
2138020,1075.0,904.0,0.7717893
2138021,1054.0,932.0,0.77453434
2138022,1010.0,1006.0,0.78627074
2138023,990.0,956.0,0.7589605
2138024,1078.0,1004.0,0.8119905
2138025,943.0,997.0,0.7566471
2138026,1013.0,1035.0,0.7987591
2138027,999.0,1081.0,0.81125784
2138028,1076.0,995.0,0.80769813
2138029,1064.0,999.0,0.8045829
2138030,1045.0,1011.0,0.80186224
2138031,1044.0,992.0,0.7940564
2138032,1084.0,1034.0,0.82603836
2138033,980.0,1067.0,0.7983889
2138034,994.0,952.0,0.7589581
2138035,1018.0,1023.0,0.79602385
2138036,962.0,998.0,0.76444197
2138037,1034.0,1109.0,0.83582675
2138038,1071.0,1062.0,0.8319011
2138039,976.0,955.0,0.7531142
2138040,1010.0,1077.0,0.81398344
2138041,997.0,1077.0,0.80891716
2138042,1037.0,1176.0,0.8631473
2138043,1047.0,1180.0,0.86860573
2138044,1032.0,1167.0,0.8576859
2138045,1034.0,1174.0,0.8611976
2138046,916.0,948.0,0.7269993
2138047,972.0,1010.0,0.77302295
2138048,0.0,0.0,0.0
2138049,924.0,911.0,0.7156751
2138050,884.0,905.0,0.6977447
2138051,904.0,834.0,0.6778262
2138052,0.0,0.0,0.0
2138053,945.0,924.0,0.7289332
2138054,847.0,880.0,0.6735674
2138055,1041.0,1181.0,0.86665773
2138056,1001.0,1101.0,0.8198437
2138057,924.0,943.0,0.7281654
2138058,1002.0,1005.0,0.7827627
2138059,0.0,0.0,0.0
2138101,1030.0,1056.0,0.81358093
2138102,1126.0,1177.0,0.89822197
2138103,1099.0,1116.0,0.86389023
2138104,1094.0,1109.0,0.8592095
2138105,1121.0,1137.0,0.88066065
2138106,1128.0,1134.0,0.88221765
2138107,1111.0,1132.0,0.8748119
2138108,1131.0,980.0,0.8232775
2138109,1069.0,981.0,0.7995057
2138110,1110.0,1158.0,0.88457054
2138111,1116.0,1169.0,0.89120233
2138112,1147.0,1177.0,0.9064059
2138113,1121.0,1120.0,0.8740252
2138114,1108.0,1157.0,0.8834008
2138115,1104.0,1184.0,0.8923806
2138116,1105.0,1180.0,0.891209
2138117,1119.0,1160.0,0.88885856
2138118,1161.0,1136.0,0.89585876
2138119,1149.0,1087.0,0.87205654
2138120,1100.0,1115.0,0.86388963
2138121,1087.0,1169.0,0.8799007
2138122,1139.0,1201.0,0.91265595
2138123,1130.0,1236.0,0.9228097
2138124,1126.0,1169.0,0.8950994
2138125,1090.0,1178.0,0.88458264
2138126,1104.0,1112.0,0.8642775
2138127,1099.0,1173.0,0.88613844
2138128,1120.0,1119.0,0.8732451
2138129,1157.0,1208.0,0.922403
2138130,1133.0,1122.0,0.8794824
2138131,1115.0,1121.0,0.8720772
2138132,1089.0,1114.0,0.8592125
2138133,1108.0,1087.0,0.8560784
2138134,1170.0,1171.0,0.9130274
2138135,1146.0,1114.0,0.88142604
2138136,1174.0,1140.0,0.9024863
2138137,1100.0,1088.0,0.853351
2138138,1046.0,873.0,0.74838775
2138139,1160.0,1137.0,0.89585936
2138140,1138.0,1110.0,0.8767471
2138141,1144.0,1101.0,0.87557244
2138142,1101.0,1177.0,0.88847923
2138143,1133.0,1089.0,0.8666018
2138144,1170.0,1133.0,0.89819527
2138201,1098.0,1091.0,0.85374254
2138202,1104.0,1127.0,0.8701323
2138203,1074.0,1104.0,0.84946364
2138204,1094.0,1106.0,0.85803854
2138205,0.0,0.0,0.0
2138206,1116.0,1151.0,0.88417655
2138207,1113.0,1117.0,0.86973655
2138208,1114.0,1158.0,0.8861294
2138209,1099.0,1097.0,0.85647416
2138210,1110.0,1064.0,0.8478805
2138211,1111.0,1113.0,0.8673958
2138212,1006.0,1000.0,0.78237
2138213,1030.0,1065.0,0.81709385
2138214,1124.0,1119.0,0.874804
2138215,1099.0,1124.0,0.8670128
2138216,1064.0,1118.0,0.85103095
2138217,1067.0,1103.0,0.8463453
2138218,1034.0,1064.0,0.81826234
2138219,1089.0,1140.0,0.8693608
2138220,1084.0,1080.0,0.84399307
2138221,1069.0,1030.0,0.8186314
2138222,1066.0,1059.0,0.8287815
2138223,1142.0,1112.0,0.87908655
2138224,1150.0,1142.0,0.89391387
2138225,1152.0,1137.0,0.8927417
2138226,1074.0,1053.0,0.8295573
2138227,1059.0,964.0,0.7889731
2138228,1021.0,997.0,0.78704464
2138229,1026.0,1062.0,0.814364
2138230,1014.0,1139.0,0.8397422
2138231,1022.0,1155.0,0.84910494
2138232,1059.0,1149.0,0.86118233
2138233,1094.0,1179.0,0.88653183
2138234,1077.0,1167.0,0.8752229
2138235,1099.0,1121.0,0.86584187
2138236,1075.0,1130.0,0.8600017
2138237,1052.0,1097.0,0.8381578
2138238,1032.0,1048.0,0.8112378
2138239,994.0,1001.0,0.77808374
2138240,1064.0,1079.0,0.8358085
2138301,1125.0,1035.0,0.84240687
2138302,993.0,1010.0,0.7812069
2138303,1081.0,1078.0,0.8420433
2138304,1013.0,990.0,0.7811947
2138305,978.0,978.0,0.762871
2138306,1011.0,1076.0,0.81398284
2138308,1179.0,1080.0,0.88101566
2138309,1088.0,990.0,0.8104231
2138310,982.0,1009.0,0.7765298
2138311,1015.0,990.0,0.78197414
2138312,951.0,1034.0,0.7742067
2138313,935.0,975.0,0.7449424
2138314,931.0,1035.0,0.7668028
2138315,967.0,1040.0,0.782784
2138316,1003.0,973.0,0.7706622
2138317,1060.0,1052.0,0.82371104
2138318,995.0,992.0,0.7749605
2138319,1065.0,1013.0,0.8104371
2138320,921.0,933.0,0.72309303
2138321,950.0,922.0,0.7301011
2138322,938.0,919.0,0.72425365
2138323,1057.0,1066.0,0.8280064
2138324,1017.0,1043.0,0.8034406
2138325,1009.0,1061.0,0.8073486
2138327,1086.0,1035.0,0.82720804
2138328,950.0,997.0,0.7593751
2138329,955.0,889.0,0.71916914
2138330,1068.0,1012.0,0.8112159
2138331,1126.0,1026.0,0.83928365
2138332,979.0,993.0,0.76911545
2138333,990.0,921.0,0.7452993
2138334,940.0,1003.0,0.75781995
2138335,1018.0,1008.0,0.79016906
2138336,991.0,987.0,0.7714501
2138337,962.0,994.0,0.7628807
2138338,994.0,985.0,0.7718386
2138339,958.0,955.0,0.74609935
2138340,0.0,0.0,0.0
2138341,1149.0,1068.0,0.8646405
2138342,1069.0,1069.0,0.83385384
2138343,1032.0,1113.0,0.8366086
2138344,1032.0,1111.0,0.83582795
2138345,1101.0,1090.0,0.8545214
2138346,912.0,956.0,0.72856295
2138347,955.0,913.0,0.72853684
2138348,1060.0,1026.0,0.8135627
2138401,879.0,858.0,0.67745113
2138402,889.0,985.0,0.7309189
2138403,923.0,921.0,0.7191886
2138404,912.0,939.0,0.7219275
2138405,872.0,931.0,0.7032165
2138406,0.0,0.0,0.0
2138407,0.0,0.0,0.0
2138408,917.0,943.0,0.7254374
2138409,963.0,1021.0,0.7738091
2138410,981.0,1034.0,0.78589803
2138411,1021.0,1026.0,0.7983639
2138412,1020.0,1051.0,0.8077322
2138413,1053.0,1037.0,0.8151282
2138414,866.0,871.0,0.677459
2138415,906.0,934.0,0.71763766
2138416,943.0,917.0,0.72542155
2138417,906.0,867.0,0.69148624
2138418,883.0,899.0,0.69501305
2138419,875.0,814.0,0.6587182
2138420,927.0,931.0,0.7246506
2138421,983.0,1012.0,0.7780904
2138422,949.0,1024.0,0.7695241
2138424,972.0,1077.0,0.7991744
2138425,1009.0,1074.0,0.81242275
2138426,947.0,995.0,0.75742537
2138427,872.0,847.0,0.6704296
2138428,843.0,860.0,0.6642021
2138429,864.0,845.0,0.6665313
2138430,896.0,855.0,0.68290526
2138431,867.0,880.0,0.6813616
2138432,932.0,1016.0,0.75977635
2138433,946.0,986.0,0.75352275
2138434,910.0,938.0,0.7207578
2138435,886.0,938.0,0.7114047
2138436,987.0,1107.0,0.81672966
2138437,1034.0,1068.0,0.8198236
2138438,947.0,1056.0,0.78123486
2138439,952.0,1039.0,0.776548
2138440,1021.0,994.0,0.78587365
2138441,965.0,917.0,0.7339952
2138442,919.0,975.0,0.73870707
2138443,920.0,909.0,0.71333563
2138444,941.0,889.0,0.71371317
2138445,951.0,929.0,0.7332231
2138446,1030.0,1024.0,0.8010907
2138447,1071.0,1068.0,0.83424294
2138448,1026.0,1141.0,0.8451993
2138449,951.0,974.0,0.7507875
2138450,948.0,929.0,0.73205394
2138451,930.0,1007.0,0.7554841
2138452,989.0,1077.0,0.8057995
2138453,948.0,1056.0,0.78162456
2138501,1053.0,1149.0,0.85884404
2138502,1032.0,1136.0,0.84558594
2138503,916.0,1010.0,0.7511991
2138504,935.0,1000.0,0.7547004
2138505,922.0,978.0,0.74104714
2138506,1019.0,1141.0,0.8424713
2138507,1052.0,1154.0,0.860406
2138508,982.0,1015.0,0.77887166
2138509,967.0,1123.0,0.81518054
2138510,980.0,1032.0,0.7847277
2138511,957.0,972.0,0.7523451
2138512,977.0,1111.0,0.8143938
2138513,1005.0,1065.0,0.80735105
2138514,945.0,972.0,0.74766856
2138515,1004.0,1071.0,0.8093033
2138516,952.0,1049.0,0.7804512
2138517,954.0,975.0,0.75234693
2138518,936.0,1030.0,0.76679975
2138519,987.0,1113.0,0.8190716
2138520,937.0,932.0,0.7289381
2138521,998.0,1063.0,0.8038424
2138522,979.0,1084.0,0.8046346
2138523,966.0,1019.0,0.7741976
2138524,1003.0,967.0,0.7683202
2138525,961.0,1024.0,0.77420056
2138526,973.0,987.0,0.7644353
2138527,976.0,1058.0,0.7933172
2138528,925.0,1007.0,0.7535355
2138529,972.0,1046.0,0.78707445
2138530,997.0,998.0,0.7780819
2138531,987.0,1122.0,0.8225845
2138532,987.0,1104.0,0.81555873
2138533,1001.0,978.0,0.7718344
2138534,1062.0,1115.0,0.84908056
2138535,939.0,1037.0,0.7707011
2138536,1038.0,1108.0,0.8369953
2138537,973.0,1025.0,0.77926743
2138538,1019.0,1127.0,0.8370068
2138539,1043.0,1094.0,0.8334794
2138540,1035.0,1138.0,0.8475357
2138541,1024.0,1139.0,0.84363925
2138542,940.0,1018.0,0.76367474
2138543,929.0,960.0,0.73674935
2138544,983.0,1108.0,0.8155612
2138545,994.0,1063.0,0.8022836
2138546,975.0,1024.0,0.7796565
2138547,1061.0,1150.0,0.8623521
2138601,965.0,1002.0,0.76717246
2138602,933.0,898.0,0.71410835
2138603,791.0,924.0,0.6689176
2138604,789.0,834.0,0.6330094
2138605,777.0,884.0,0.64784884
2138606,875.0,921.0,0.7004825
2138607,779.0,909.0,0.6583863
2138608,800.0,873.0,0.6525187
2138609,927.0,975.0,0.74182475
2138610,902.0,916.0,0.70905304
2138611,917.0,877.0,0.6996763
2138612,956.0,961.0,0.7476619
2138613,1019.0,992.0,0.7843136
2138614,967.0,1011.0,0.7714647
2138615,1013.0,1116.0,0.8303751
2138616,1000.0,1072.0,0.80813473
2138617,999.0,971.0,0.7683227
2138618,884.0,867.0,0.6829126
2138619,870.0,914.0,0.6958016
2138620,978.0,978.0,0.762871
2138621,898.0,934.0,0.71452
2138622,787.0,779.0,0.61076236
2138623,915.0,931.0,0.7199741
2138624,0.0,0.0,0.0
2138701,1041.0,1015.0,0.8018646
2138702,1048.0,1025.0,0.8084958
2138703,998.0,1057.0,0.8015005
2138704,1014.0,1015.0,0.7913425
2138705,1093.0,1060.0,0.839694
2138706,1109.0,1018.0,0.82953596
2138707,1037.0,980.0,0.7866446
2138708,1127.0,1070.0,0.85684747
2138709,970.0,958.0,0.75194687
2138710,865.0,905.0,0.69034016
2138801,980.0,1106.0,0.8136114
2138802,725.0,755.0,0.5772326
2138803,983.0,865.0,0.7207134
2138804,1027.0,967.0,0.77767336
2138805,941.0,911.0,0.7223002
2138806,1013.0,988.0,0.7804141
2138807,991.0,951.0,0.7573986
2138808,841.0,813.0,0.6450777
2138809,805.0,790.0,0.62207067
2138810,778.0,649.0,0.5565133
2138811,875.0,948.0,0.71102107
2138812,887.0,906.0,0.69930416
2138813,913.0,951.0,0.7270011
2138814,923.0,1007.0,0.7527561
2138815,915.0,931.0,0.7199741
2138816,1010.0,1012.0,0.7886126
2138817,1029.0,1040.0,0.80694616
2138818,1028.0,1119.0,0.8373917
2138819,1014.0,1127.0,0.83505833
2138820,949.0,1058.0,0.78279495
2138821,982.0,853.0,0.7156398
2138822,891.0,905.0,0.7004727
2138823,995.0,961.0,0.76286066
2138824,963.0,1009.0,0.7691252
2138825,1025.0,1037.0,0.8042163
2138826,1004.0,1053.0,0.80227745
2138827,952.0,1087.0,0.7952833
2138828,1038.0,1067.0,0.8209922
2138829,955.0,1038.0,0.7773268
2138830,951.0,943.0,0.7386876
2138831,1005.0,834.0,0.7171871
2138832,906.0,841.0,0.6813379
2138833,962.0,906.0,0.72853255
2138834,1050.0,894.0,0.7581433
2138835,987.0,997.0,0.7737945
2138836,1004.0,973.0,0.7710519
2138837,960.0,987.0,0.759369
2138901,1043.0,1044.0,0.8139634
2138902,1134.0,1045.0,0.84981745
2138903,1078.0,1028.0,0.82135814
2138904,1030.0,1112.0,0.83543885
2138905,965.0,1032.0,0.778882
2138906,1025.0,1006.0,0.7921164
2138907,992.0,943.0,0.75466573
2138908,1049.0,1056.0,0.82098544
2138909,904.0,950.0,0.7231034
2138910,1027.0,1070.0,0.81787634
2138911,996.0,1061.0,0.80228233
2138912,1031.0,1076.0,0.8217771
2139001,911.0,923.0,0.7152927
2139002,930.0,980.0,0.74494547
2139003,977.0,945.0,0.7496007
2139004,1047.0,1012.0,0.803032
2139005,1076.0,1065.0,0.83502054
2139006,1097.0,1001.0,0.818224
2139007,1060.0,1014.0,0.8088789
2139008,0.0,0.0,0.0
2139009,1046.0,1031.0,0.81005836
2139010,1050.0,1069.0,0.82644933
2139011,1010.0,1090.0,0.8190576
2139012,1017.0,1036.0,0.8007083
2139013,995.0,1035.0,0.79174435
2139014,907.0,942.0,0.7211499
2139015,980.0,996.0,0.77067614
2139016,942.0,950.0,0.7379124
2139017,841.0,858.0,0.6626421
2139018,1005.0,967.0,0.7690997
2139019,918.0,979.0,0.73987865
2139020,937.0,907.0,0.7191801
2139021,826.0,977.0,0.7032445
2139022,874.0,932.0,0.70438623
2139023,872.0,924.0,0.7004843
2139024,928.0,915.0,0.71879524
2139025,956.0,955.0,0.74531996
2139026,935.0,936.0,0.72971994
2139027,984.0,981.0,0.7663802
2139028,916.0,856.0,0.6910898
2139029,1047.0,1084.0,0.83113503
2139030,0.0,0.0,0.0
2139101,939.0,1019.0,0.76367533
2139102,871.0,854.0,0.67277217
2139103,911.0,909.0,0.70982826
2139104,929.0,895.0,0.7113786
2139105,905.0,973.0,0.7324704
2139106,1095.0,1046.0,0.835009
2139107,1014.0,1002.0,0.7862683
2139108,1016.0,984.0,0.78002197
2139109,856.0,906.0,0.6872231
2139110,960.0,1045.0,0.78200763
2139201,845.0,1017.0,0.7262618
2139202,937.0,879.0,0.7082511
2139203,911.0,1035.0,0.7590085
2139204,913.0,967.0,0.7332462
2139205,930.0,1062.0,0.7769517
2139206,988.0,998.0,0.7745745
2139207,931.0,1072.0,0.78124464
2139208,877.0,891.0,0.68955225
2139209,923.0,977.0,0.74104655
2139210,885.0,927.0,0.7067214
2139211,1028.0,1017.0,0.79757905
2139212,984.0,1070.0,0.80111873
2139213,943.0,964.0,0.74376655
2139214,1101.0,966.0,0.8061217
2139215,876.0,929.0,0.7039947
2139216,1034.0,1014.0,0.79874635
2139217,919.0,934.0,0.72270393
2139218,858.0,952.0,0.7059573
2139219,862.0,940.0,0.7028323
2139220,874.0,874.0,0.6817477
2139221,807.0,930.0,0.6774949
2139222,909.0,913.0,0.7106101
2139223,942.0,892.0,0.71527386
2139224,876.0,917.0,0.6993109
2139225,862.0,868.0,0.6747292
2139226,994.0,1045.0,0.7952578
2139301,1047.0,1024.0,0.8077158
2139302,1018.0,1060.0,0.8104657
2139303,1037.0,1007.0,0.7971833
2139304,1083.0,1066.0,0.8381389
2139305,1074.0,1085.0,0.8420476
2139306,942.0,987.0,0.75235426
2139307,1051.0,1072.0,0.82801
2139308,942.0,923.0,0.7273737
2139309,902.0,927.0,0.7133466
2139310,967.0,917.0,0.73477465
2139401,887.0,905.0,0.6989138
2139402,1071.0,1086.0,0.8412687
2139403,1046.0,1016.0,0.8042035
2139404,1052.0,1045.0,0.8178611
2139405,925.0,930.0,0.7234809
2139406,962.0,955.0,0.74765825
2139407,921.0,965.0,0.73558325
2139408,926.0,886.0,0.7066965
2139409,935.0,921.0,0.72386515
2139410,867.0,926.0,0.6993163
2139411,972.0,951.0,0.74999404
2139412,961.0,926.0,0.7359492
2139413,1119.0,1078.0,0.8568523
2139414,1132.0,1027.0,0.8420123
2139415,1069.0,1055.0,0.8283894
2139416,963.0,926.0,0.73672867
2139417,891.0,955.0,0.7199887
2139418,910.0,927.0,0.7164643
2139419,1006.0,988.0,0.7776861
2139420,923.0,901.0,0.71138215
2139421,866.0,950.0,0.70829433
2139501,967.0,1006.0,0.76951313
2139502,923.0,1043.0,0.7668077
2139503,926.0,1049.0,0.7703187
2139504,975.0,1075.0,0.79956293
2139505,879.0,923.0,0.7028219
2139506,991.0,1064.0,0.80150473
2139507,999.0,1072.0,0.807745
2139508,918.0,994.0,0.7457334
2139509,999.0,1053.0,0.8003289
2139511,1015.0,1074.0,0.81476104
2139512,1065.0,1155.0,0.86586255
2139513,993.0,1066.0,0.8030648
2139514,930.0,949.0,0.73284554
2139515,828.0,877.0,0.6649919
2139516,951.0,995.0,0.7589842
2139517,909.0,999.0,0.7441776
2139518,0.0,0.0,0.0
2139519,0.0,0.0,0.0
2139520,863.0,984.0,0.72039604
2139521,979.0,1061.0,0.7956573
2139522,989.0,1031.0,0.7878448
2139601,892.0,937.0,0.7133527
2139602,971.0,1072.0,0.7968331
2139603,980.0,1026.0,0.78238577
2139604,1007.0,1044.0,0.7999338
2139605,908.0,1031.0,0.75627816
2139606,1026.0,1079.0,0.82099944
2139607,973.0,1066.0,0.79527056
2139608,836.0,845.0,0.6556194
2139609,937.0,1024.0,0.7648475
2139610,854.0,988.0,0.71844995
2139611,750.0,828.0,0.61546874
2139612,856.0,934.0,0.69815207
2139613,856.0,867.0,0.67200065
2139614,863.0,918.0,0.6946349
2139615,942.0,988.0,0.75274456
2139801,996.0,1015.0,0.7843276
2139802,932.0,934.0,0.72777015
2139803,941.0,954.0,0.73908395
2139804,0.0,0.0,0.0
2139805,0.0,0.0,0.0
2139806,923.0,967.0,0.7371433
2139807,844.0,887.0,0.6751305
2139808,0.0,0.0,0.0
2139809,1061.0,1019.0,0.81122017
2139810,941.0,910.0,0.7219099
2139811,1061.0,1045.0,0.82136846
2139812,1076.0,1083.0,0.8420463
2139813,989.0,969.0,0.76364493
2139814,913.0,984.0,0.73988163
2139815,954.0,1074.0,0.7909886
2139901,0.0,0.0,0.0
2139902,894.0,967.0,0.72584164
2139903,820.0,887.0,0.66577744
2139904,873.0,909.0,0.6950192
2139905,863.0,878.0,0.67902213
2139906,745.0,777.0,0.59361386
2139907,732.0,778.0,0.5889379
2139908,907.0,1016.0,0.7500336
2139909,965.0,1010.0,0.770295
2139910,921.0,1024.0,0.75861216
2139911,929.0,1015.0,0.758217
2139912,949.0,1002.0,0.76093704
2139913,873.0,850.0,0.6719903
2139914,895.0,930.0,0.71178955
2139915,899.0,968.0,0.7281805
2139916,911.0,944.0,0.7234894
2139917,1022.0,1048.0,0.8073407
2140001,903.0,913.0,0.7082718
2140002,1000.0,944.0,0.75817376
2140003,1039.0,1050.0,0.8147464
2140004,992.0,988.0,0.77223015
2140005,883.0,942.0,0.7117969
2140006,961.0,889.0,0.72150743
2140007,940.0,917.0,0.72425246
2140008,939.0,929.0,0.7285465
2140009,1064.0,1071.0,0.83268595
2140010,1005.0,1030.0,0.79368985
2140011,1047.0,989.0,0.7940546
2140012,908.0,936.0,0.71919775
2140013,941.0,902.0,0.7187873
2140014,939.0,893.0,0.714495
2140015,867.0,934.0,0.7024389
2140016,1063.0,1049.0,0.8237092
2140017,1056.0,994.0,0.7995136
2140018,1012.0,955.0,0.7671438
2140019,1058.0,1014.0,0.80809945
2140020,878.0,941.0,0.709458
2140021,923.0,965.0,0.7363627
2140101,865.0,877.0,0.67941123
2140102,963.0,973.0,0.75507367
2140103,853.0,874.0,0.6735637
2140104,927.0,945.0,0.7301152
2140105,818.0,915.0,0.6759269
2140106,850.0,968.0,0.7090847
2140107,859.0,910.0,0.68995357
2140108,1025.0,1040.0,0.80538726
2140109,1112.0,1065.0,0.84905016
2140110,910.0,999.0,0.7445673
2140111,961.0,1013.0,0.7699071
2140112,991.0,1044.0,0.7936984
2140113,980.0,1034.0,0.78550833
2140114,1036.0,1086.0,0.82762885
2140115,981.0,993.0,0.7698949
2140116,990.0,1010.0,0.78003776
2140117,1030.0,1030.0,0.8034326
2140118,1016.0,1013.0,0.79134125
2140119,1072.0,1072.0,0.836194
2140120,911.0,955.0,0.72778296
2140121,925.0,1010.0,0.7547065
2140122,886.0,902.0,0.6973532
2140123,966.0,1046.0,0.7847362
2140201,902.0,1019.0,0.749256
2140202,979.0,876.0,0.72344804
2140203,851.0,861.0,0.6677102
2140204,896.0,920.0,0.70827603
2140205,944.0,1111.0,0.80153334
2140206,879.0,901.0,0.69423485
2140207,992.0,1011.0,0.7812075
2140208,903.0,941.0,0.71920073
2140209,826.0,833.0,0.6470384
2140210,944.0,995.0,0.7562562
2140211,988.0,1031.0,0.7874551
2140212,932.0,966.0,0.74026036
2140213,984.0,966.0,0.7605254
2140301,865.0,792.0,0.64623404
2140302,898.0,879.0,0.6930524
2140303,0.0,0.0,0.0
2140304,943.0,872.0,0.70785713
2140305,969.0,1034.0,0.7812215
2140306,924.0,1034.0,0.7636845
2140307,907.0,1020.0,0.7515949
2140308,959.0,1027.0,0.77459216
2140309,879.0,880.0,0.68603814
2140310,909.0,953.0,0.7262229
2140311,783.0,791.0,0.61388737
2140312,0.0,0.0,0.0
2140401,964.0,887.0,0.72189593
2140402,988.0,1010.0,0.7792584
2140403,955.0,990.0,0.7585914
2140404,929.0,942.0,0.7297236
2140405,1015.0,1037.0,0.8003192
2140406,923.0,946.0,0.72894657
2140407,959.0,865.0,0.7113603
2140408,956.0,872.0,0.7129234
2140409,929.0,947.0,0.7316752
2140411,988.0,1102.0,0.8151678
2140412,973.0,1062.0,0.7937093
2140413,896.0,899.0,0.7000793
2140414,917.0,908.0,0.71177614
2140415,899.0,889.0,0.69734526
2140416,835.0,811.0,0.6419588
2140417,855.0,902.0,0.6852721
2140418,996.0,1017.0,0.78510827
2140419,942.0,1026.0,0.7675767
2140420,1017.0,1055.0,0.80812436
2140421,870.0,759.0,0.63530207
2140422,893.0,839.0,0.675491
2140423,1026.0,1121.0,0.8373929
2140424,932.0,889.0,0.7102058
2140425,980.0,937.0,0.7476473
2140426,899.0,911.0,0.7059323
2140427,996.0,930.0,0.7511504
2140428,954.0,973.0,0.7515663
2140501,977.0,1009.0,0.7745812
2140502,903.0,970.0,0.73052
2140503,1019.0,989.0,0.7831427
2140504,1046.0,1042.0,0.81435186
2140505,965.0,1021.0,0.77458847
2140506,978.0,1068.0,0.7979998
2140507,983.0,1015.0,0.77926135
2140508,978.0,953.0,0.753113
2140509,1104.0,1059.0,0.84359056
2140510,1015.0,1092.0,0.82178676
